IndexNo,site_no,station_nm,state,huc_cd,LAT_GAGE,LNG_GAGE,LAT_CENT,LONG_CENT,DRNAREA,ELEV,BSHAPELFP,CSL1085LFP,I24H10Y,PRECPRIS00,SOILINDEX,LC11IMP,LC11DEV,LC11FOREST,LC11PAST,LC11CROP,LC11GRASS,LC11BARE,LC11SHRUB,LC11WATER,LC11WETLND,BegYear,EndYear,GagedPeaks,HistPks,SkewOption,EMAskewReg,EMAmean,EMAstDev,EMAskew,MSEskew,MSEgaged,RegSkew,MSEg,KENTAU,PVALUE,SENSLOPE,EMA2YR,EMA5YR,EMA10YR,EMA25YR,EMA50YR,EMA100YR,EMA200YR,EMA500YR,VARema2,VARema5,VARema10,VARema25,VARema50,VARema100,VARema200,VARema500,GLS2YR,GLS5YR,GLS10YR,GLS25YR,GLS50YR,GLS100YR,GLS200YR,GLS500YR,VARgls2,VARgls5,VARgls10,VARgls25,VARgls50,VARgls100,VARgls200,VARgls500,WT2YR,WT5YR,WT10YR,WT25YR,WT50YR,WT100YR,WT200YR,WT500YR,VARwt2,VARwt5,VARwt10,VARwt25,VARwt50,VARwt100,VARwt200,VARwt500,,,,,,,,,,,
136,7376760,"CRS DRAW NR LIBERTY, MS",MS,8070202,31.114065,-90.90288,31.12104,-90.902798,0.82,375,2.39,49.9,7.39,45.01,3.6,0.42,4.85,19.29,40.69,0,1.98,0,32.59,0,0.34,1955,1984,20,1,Weighted,-0.042,2.696,0.128,0.007,0.208,0.244,-0.08,0.221,0.179,0.284,5.166,497,636,723,828,903,976,1050,1140,8.00E-04,0.0009,0.0011,0.0017,0.0023,0.003,0.004,0.0054,233,439,604,838,1030,1230,1450,1760,0.0345,0.0269,0.0266,0.03,0.0332,0.0366,0.0402,0.0468,489,628,718,829,911,993,1080,1190,0.0008,0.0009,0.0011,0.0016,0.0022,0.0028,0.0036,0.0048,,,,,,,,,,,
137,7376790,"WOODLAND CREEK TRIBUTARY NEAR FELPS, LA.",LA,8070202,30.955735,-90.930658,30.955775,-90.929188,0.06,290,2.51,105.76,7.52,65.02,2.3,0.63,6.61,72.84,0,20.56,0,0,0,0,0,1958,1968,11,0,Weighted,-0.126,1.103,0.29,0.032,0.431,0.431,-0.17,0.121,0,1,0,12.9,22.3,29.6,39.7,47.8,56.4,65.6,78.4,0.0079,0.0093,0.012,0.0167,0.0211,0.0261,0.0318,0.0403,44.7,78.6,104,140,168,197,227,269,0.0352,0.0275,0.0272,0.0307,0.0341,0.0376,0.0412,0.048,16.2,30.7,43.5,61.9,77.2,94.1,113,138,0.0065,0.0069,0.0083,0.0108,0.013,0.0154,0.0179,0.0219,,,,,,,,,,,
138,7377000,"Amite River near Darlington, LA",LA,8070202,30.889069,-90.844545,31.165003,-90.806161,590.51,351,8.34,3.89,7.4,64.9,2.9,0.43,3.85,44.52,9.66,2.06,2.43,0.09,24.05,0.27,13.07,1949,2016,68,0,Weighted,-0.293,4.289,0.371,-0.396,0.101,0.101,-0.17,0.121,0.015,0.857,21.938,20300,40400,56500,79500,98300,118000,139000,169000,0.0022,0.0023,0.0029,0.0043,0.0059,0.008,0.0105,0.0145,12400,26100,38200,56400,72100,89400,109000,137000,0.0345,0.0268,0.0265,0.0299,0.0332,0.0365,0.0401,0.0466,19700,39000,54400,76100,93800,112000,132000,161000,0.0021,0.0021,0.0026,0.0038,0.005,0.0066,0.0083,0.0111,,,,,,,,,,,
139,7377190,"SANDY CK SE OF CLINTON, LA",LA,8070202,30.834904,-90.963992,30.883111,-90.956201,17.3,260,9.52,9.91,7.56,64.86,2.6,0.34,3.16,37.19,8.14,5.61,1.33,0.05,22.76,1.05,20.71,1966,1983,18,0,Weighted,-0.171,3.159,0.57,-0.174,0.354,0.285,-0.17,0.121,0.183,0.306,142.222,1500,4390,7560,13300,18900,25900,34400,48200,0.0194,0.022,0.0293,0.0428,0.0554,0.07,0.0866,0.1113,1320,2530,3510,4920,6090,7330,8670,10600,0.0339,0.0263,0.026,0.0293,0.0324,0.0358,0.0392,0.0456,1430,3410,5040,7370,9250,11200,13300,16400,0.0123,0.012,0.0138,0.0174,0.0204,0.0237,0.027,0.0323,,,,,,,,,,,
140,7377210,"Sandy Creek nr Pride, LA",LA,8070202,30.670741,-90.960102,30.792203,-90.960731,69.67,187,19.07,5.11,7.6,64.91,2.9,0.25,3.02,34.94,10.84,4.88,1.58,0.06,22.76,0.42,21.51,1976,2016,39,0,Weighted,-0.247,3.486,0.307,-0.352,0.157,0.157,-0.17,0.121,-0.08,0.483,-19.6,3150,5590,7420,9920,11900,13900,16100,19000,0.0026,0.0028,0.0036,0.0052,0.0069,0.0091,0.0116,0.0157,2960,5760,8070,11400,14200,17200,20400,25000,0.0339,0.0263,0.026,0.0293,0.0324,0.0357,0.0392,0.0456,3140,5610,7500,10100,12300,14500,17000,20400,0.0024,0.0025,0.0032,0.0044,0.0057,0.0073,0.009,0.0117,,,,,,,,,,,
141,7377230,"Little Sandy Creek at Peairs Rd SE of Milldale,",LA,8070202,30.643686,-91.007465,30.701091,-91.014497,15.08,119,12.48,6.95,7.58,64.89,3.2,0.63,3.94,22.78,13.72,6.05,2.96,0.09,31.3,0.04,19.12,1996,2015,16,0,Weighted,-0.159,3.229,0.095,-0.036,0.247,0.304,-0.17,0.121,-0.1,0.62,-17.569,1700,2040,2230,2460,2610,2750,2880,3050,0.0012,0.0006,0.0008,0.0015,0.0021,0.0029,0.0038,0.005,1090,2030,2770,3810,4650,5540,6490,7830,0.0339,0.0263,0.026,0.0293,0.0325,0.0358,0.0392,0.0457,1670,2040,2240,2510,2700,2900,3090,3350,0.0012,0.0006,0.0008,0.0014,0.002,0.0027,0.0035,0.0045,,,,,,,,,,,
142,7377405,PRETTY CK. TRIB. NR. CLINTON LA.,LA,8070202,30.90018,-90.998714,30.900577,-90.991983,0.27,268,3.41,72.83,7.57,64.87,2.3,1.28,5.11,40.25,27.23,0,0,0,19.21,0,8.2,1968,1981,12,0,Weighted,-0.161,2.418,0.235,-0.133,0.353,0.406,-0.17,0.121,0.364,0.113,22.458,266,414,519,655,759,864,972,1120,0.0041,0.0047,0.0061,0.0085,0.0108,0.0135,0.0166,0.0213,118,217,295,405,493,586,685,824,0.0348,0.0271,0.0268,0.0302,0.0336,0.037,0.0406,0.0472,244,376,467,589,683,779,878,1020,0.0037,0.004,0.005,0.0066,0.0082,0.0099,0.0118,0.0147,,,,,,,,,,,
143,7377500,"Comite River near Olive Branch, LA",LA,8070202,30.756572,-91.043994,30.932788,-91.043932,145.86,260,10.19,4.45,7.56,64.97,2.9,0.49,3.7,37.63,11.58,6.91,1.94,0.15,18.66,0.51,18.93,1943,2016,74,0,Weighted,-0.105,3.906,0.325,0.097,0.076,0.076,-0.17,0.121,0.146,0.067,54.386,8150,15200,20800,29000,35800,43300,51300,63000,0.002,0.0019,0.0027,0.0043,0.0058,0.0075,0.0096,0.0127,4800,9580,13600,19500,24400,29700,35500,43900,0.0339,0.0264,0.026,0.0294,0.0325,0.0359,0.0393,0.0458,7910,14700,20000,27600,33800,40600,47700,58300,0.0019,0.0018,0.0024,0.0038,0.0049,0.0062,0.0077,0.0099,,,,,,,,,,,
144,7377650,"LITTLE REDWOOD CR TRIB AT JH PD,WILSON LA",LA,8070202,30.894624,-91.116773,30.903336,-91.11061,0.72,274,6.52,24.24,7.59,64.79,3,0.8,4.95,18.63,11.68,13.73,0.53,0,41.84,6.72,1.92,1954,1967,13,0,Weighted,-0.013,2.599,0.237,0.566,0.414,0.422,-0.17,0.121,-0.051,0.855,-6.8,398,630,800,1030,1220,1410,1610,1900,0.0045,0.0059,0.0079,0.0114,0.0146,0.0184,0.0226,0.029,178,315,419,562,675,794,918,1090,0.0344,0.0267,0.0264,0.0298,0.0331,0.0364,0.0399,0.0465,363,556,689,871,1020,1160,1310,1530,0.004,0.0048,0.0061,0.0082,0.0101,0.0122,0.0144,0.0179,,,,,,,,,,,
145,7377700,"REDWOOD CK NR SLAUGHTER, LA",LA,8070202,30.729073,-91.115106,30.836103,-91.122281,41.92,212,11.68,6.94,7.6,64.56,3,0.4,4.03,19.97,19.87,12.54,2.64,0.07,20.72,0.72,19.44,1966,1983,18,0,Weighted,-0.019,3.39,0.201,0.575,0.327,0.327,-0.17,0.121,0.124,0.495,50,2460,3630,4440,5510,6330,7170,8030,9220,0.0024,0.0031,0.0044,0.0065,0.0086,0.0109,0.0135,0.0175,2240,4360,6100,8630,10700,13000,15400,18900,0.0339,0.0263,0.026,0.0293,0.0324,0.0357,0.0392,0.0456,2440,3700,4650,5980,7070,8240,9490,11200,0.0022,0.0028,0.0038,0.0053,0.0068,0.0084,0.01,0.0126,,,,,,,,,,,
146,7377782,"White Bayou SE of Zachary, LA",LA,8070202,30.637131,-91.127606,30.730146,-91.173684,45.42,140,12.96,5.54,7.6,64.08,3.4,1.1,6.22,5.84,33.02,17.89,2.37,0.12,11.56,0.52,22.47,1973,2012,40,0,Weighted,-0.233,3.431,0.141,-0.366,0.155,0.158,-0.17,0.121,-0.14,0.208,-15.858,2730,3560,4060,4640,5050,5440,5810,6280,5.00E-04,0.0006,0.0008,0.0011,0.0015,0.0019,0.0025,0.0033,2240,4300,5970,8380,10400,12500,14800,18000,0.0338,0.0263,0.0259,0.0292,0.0324,0.0357,0.0391,0.0456,2720,3570,4110,4740,5210,5670,6140,6740,0.0005,0.0006,0.0008,0.0011,0.0014,0.0018,0.0023,0.0031,,,,,,,,,,,
147,7380130,"COLYELL CREEK AT LIVINGSTON, LA",LA,8070202,30.502968,-90.769541,30.548747,-90.778672,20.55,56,6.18,3.32,7.54,65.7,3.8,0.72,6.35,17.48,2.13,0.57,2.25,0,46.66,0.19,24.37,1951,1968,18,0,Weighted,-0.069,2.89,0.408,0.999,0.404,0.532,-0.17,0.121,0.065,0.731,10,784,1710,2560,3920,5150,6570,8200,10700,0.0194,0.0106,0.0149,0.0267,0.0387,0.0526,0.0682,0.0911,1130,2000,2670,3590,4320,5080,5880,6990,0.0345,0.0268,0.0265,0.0299,0.0331,0.0365,0.04,0.0466,894,1790,2600,3760,4680,5650,6650,8070,0.0124,0.0076,0.0095,0.0141,0.0178,0.0215,0.0252,0.0308,,,,,,,,,,,
148,7380160,"Middle Colyell Creek near Walker, LA",LA,8070202,30.479357,-90.841209,30.588438,-90.849805,20.18,74,21.79,3.88,7.56,65.44,3.6,1.77,10.05,15.76,9.57,0.8,2.85,1.44,26.63,0.51,32.39,1951,1983,33,0,Weighted,-0.251,3.011,0.246,-1.409,0.403,0.443,-0.17,0.121,-0.002,1,0,1050,1660,2080,2630,3040,3450,3860,4410,0.0024,0.0021,0.003,0.0047,0.0063,0.0081,0.0101,0.013,1160,2080,2790,3770,4560,5380,6250,7450,0.0343,0.0266,0.0263,0.0297,0.0329,0.0363,0.0398,0.0463,1060,1690,2140,2760,3240,3740,4260,4950,0.0022,0.0019,0.0027,0.0041,0.0053,0.0066,0.0081,0.0102,,,,,,,,,,,
149,7381750,"SPRING CR TRIB NR HINESTON, LA",LA,8080102,31.14463,-92.700146,31.146761,-92.703109,0.15,214,3.03,78.14,8.14,61.79,2.9,0.62,8.84,73.96,3.32,0,4.96,0,8.92,0,0,1967,1981,14,0,Weighted,-0.246,1.92,0.223,-0.478,0.367,0.388,-0.17,0.121,-0.033,0.913,-1,84.9,129,158,195,223,250,277,313,0.0034,0.0038,0.0048,0.0067,0.0085,0.0106,0.013,0.0166,78.4,141,189,255,308,364,423,504,0.0349,0.0272,0.0269,0.0304,0.0337,0.0371,0.0407,0.0474,84.3,130,162,205,238,272,307,354,0.0031,0.0033,0.0041,0.0055,0.0068,0.0082,0.0099,0.0123,,,,,,,,,,,
150,7381800,"SPRING CK NR GLENMORA, LA",LA,8080102,31.00019,-92.566806,31.099972,-92.637142,69.08,181,14.05,4.58,8.22,61.94,2.5,0.43,4.11,58.75,2.75,0.06,1.79,0.73,17.41,0.27,14.12,1953,1986,33,0,Weighted,-0.122,3.35,0.376,-0.051,0.152,0.156,-0.17,0.121,0.222,0.072,81.716,2280,4660,6700,9810,12500,15500,18800,23800,0.0044,0.0052,0.0068,0.01,0.0133,0.0173,0.022,0.0295,2860,5520,7700,10800,13400,16200,19200,23400,0.0339,0.0263,0.026,0.0293,0.0324,0.0357,0.0392,0.0456,2340,4790,6900,10100,12800,15700,18900,23700,0.0039,0.0043,0.0054,0.0075,0.0094,0.0117,0.0141,0.0179,,,,,,,,,,,
151,7381850,"HURRICANE CR TRIB AT FOREST HILLS, LA",LA,8080102,31.054356,-92.527916,31.064912,-92.526414,1.01,179,5.36,19.72,8.27,62.06,2.5,3.31,18.18,26.84,3.68,0,11.9,4.5,28.83,0,6.09,1968,1981,12,0,Weighted,-0.223,2.663,0.215,-0.427,0.383,0.435,-0.17,0.121,0.061,0.837,4.1,468,700,856,1050,1200,1340,1480,1670,0.0034,0.0038,0.0048,0.0067,0.0085,0.0106,0.0131,0.0167,214,378,503,674,810,952,1100,1310,0.0343,0.0267,0.0264,0.0297,0.033,0.0364,0.0399,0.0464,436,648,789,968,1110,1240,1380,1560,0.0031,0.0033,0.0041,0.0055,0.0068,0.0082,0.0099,0.0123,,,,,,,,,,,
152,8010000,"Bayou Des Cannes near Eunice, LA",LA,8080201,30.482889,-92.490694,30.618127,-92.350819,142.53,59,9.54,1.72,7.91,62.11,3.8,3.99,12.69,1.45,18.16,57.23,0.49,0.06,0.95,0.45,8.51,1939,2016,78,0,Weighted,-0.256,3.662,0.204,-0.326,0.086,0.086,-0.17,0.121,0.039,0.62,5,4680,6860,8270,10000,11300,12500,13800,15400,6.00E-04,0.0006,0.0008,0.0012,0.0016,0.0022,0.0029,0.0041,3720,6870,9370,12900,15700,18700,21900,26400,0.0344,0.0267,0.0264,0.0298,0.033,0.0364,0.0399,0.0465,4660,6860,8300,10100,11500,12800,14200,16100,0.0006,0.0006,0.0008,0.0012,0.0015,0.0021,0.0027,0.0038,,,,,,,,,,,
153,8010100,"BAYOU MALLET NEAR EUNICE, LA.",LA,8080201,30.441868,-92.412632,30.511869,-92.277765,99.31,52,12.71,1.3,7.98,62.37,3.6,1.77,6.79,1.54,16.07,63.48,0.57,0.03,2.61,0.23,8.68,1941,1965,13,0,Weighted,-0.059,3.556,0.2,0.569,0.405,0.422,-0.17,0.121,-0.051,0.855,-66.875,3610,5300,6460,7960,9110,10300,11400,13100,0.003,0.0034,0.0042,0.0058,0.0074,0.0093,0.0116,0.0151,2690,4780,6380,8580,10300,12200,14100,16700,0.035,0.0272,0.0269,0.0304,0.0338,0.0372,0.0408,0.0475,3530,5240,6450,8060,9320,10600,11900,13900,0.0028,0.003,0.0036,0.0049,0.0061,0.0074,0.009,0.0115,,,,,,,,,,,
154,8010300,"LONG POINT GULLY NEAR CROWLEY, LA.",LA,8080201,30.311869,-92.397077,30.374264,-92.389233,25.7,37,24.68,1.95,7.99,61.62,3.6,1.46,5.66,1.36,11.66,75.29,0.24,0.04,0.53,0.1,5.12,1949,1958,10,0,Weighted,-0.102,3.097,0.207,0.17,0.483,0.483,-0.17,0.121,-0.022,1,-10.8,1260,1870,2290,2840,3250,3660,4090,4660,0.0044,0.0053,0.0068,0.0095,0.012,0.0148,0.0179,0.0226,1150,1990,2610,3440,4100,4770,5480,6440,0.0353,0.0274,0.0271,0.0307,0.034,0.0375,0.0412,0.0479,1250,1890,2350,2970,3450,3950,4470,5170,0.0039,0.0044,0.0054,0.0073,0.0089,0.0106,0.0125,0.0154,,,,,,,,,,,
155,8010500,"BYU WIKOFF NR RAYNE, LA",LA,8080201,30.284889,-92.262611,30.35365,-92.197145,52.02,39,8.66,1.4,7.9,62.69,3.5,1.75,7.57,1.77,21.33,59.77,0.69,0.03,1.53,0.29,7.01,1953,1967,15,0,Weighted,-0.115,3.514,0.054,0.858,0.41,0.41,-0.17,0.121,-0.048,0.843,-12.5,3270,3630,3820,4040,4180,4310,4440,4590,5.00E-04,0.0002,0.0003,0.0005,0.0007,0.001,0.0013,0.0018,1740,3020,3980,5270,6300,7350,8450,9970,0.0354,0.0275,0.0272,0.0308,0.0342,0.0377,0.0413,0.0481,3240,3630,3820,4060,4210,4370,4530,4720,0.0005,0.0002,0.0003,0.0005,0.0007,0.001,0.0013,0.0017,,,,,,,,,,,
156,8011500,"Boggy Bayou @ LA-Hwy 106 nr Pine Prairie, LA",LA,8080201,30.781056,-92.467611,30.843924,-92.499113,53.2,112,11.82,2.11,8.2,64.09,3.7,0.7,2.91,36.96,4.68,1.07,3.34,0.89,23.93,1.02,25.19,1949,1979,28,0,Weighted,0.041,3.499,0.337,0.457,0.216,0.218,-0.17,0.121,0.034,0.813,11.649,3140,6060,8560,12400,15800,19600,24000,30600,0.0043,0.0056,0.0077,0.0115,0.0153,0.0199,0.0253,0.0337,1960,3520,4710,6360,7690,9070,10500,12600,0.0346,0.0269,0.0266,0.03,0.0333,0.0367,0.0402,0.0468,2980,5520,7490,10300,12600,15000,17500,21100,0.0038,0.0046,0.006,0.0083,0.0105,0.0129,0.0155,0.0196,,,,,,,,,,,
157,8011600,"BEAVER CREEK AT BEAVER, LA.",LA,8080201,30.789917,-92.568195,30.808932,-92.609503,14.23,114,7.55,5.34,8.26,64.12,3.8,2.78,9.05,18.72,4.31,0.49,4.4,0.89,25.38,0.47,36.28,1953,1968,16,0,Weighted,0.041,3.203,0.331,0.69,0.371,0.371,-0.17,0.121,-0.125,0.528,-60.25,1590,3030,4260,6140,7780,9640,11700,14900,0.0071,0.0094,0.0127,0.0184,0.0239,0.0303,0.0376,0.0487,983,1780,2400,3260,3950,4670,5440,6500,0.0341,0.0265,0.0262,0.0295,0.0327,0.0361,0.0395,0.046,1460,2640,3530,4810,5840,6930,8050,9730,0.0059,0.0069,0.0086,0.0113,0.0138,0.0165,0.0193,0.0237,,,,,,,,,,,
158,8011700,"BEAVER CREEK TR.AT FONTENOT PD NR BEAVER,LA.",LA,8080102,30.765474,-92.53486,30.761854,-92.534543,0.19,101,3.07,41.28,8.21,64.41,3.4,1.15,3.91,47.6,0,0,3.14,0,41.52,1.44,2.38,1955,1967,11,0,Weighted,0.016,2.104,0.322,1.738,0.949,0.952,-0.17,0.121,0.055,0.876,2,127,237,329,467,586,719,868,1090,0.0097,0.0128,0.0171,0.0244,0.031,0.0387,0.0474,0.0603,80.6,139,183,243,290,338,389,458,0.0348,0.0271,0.0268,0.0302,0.0335,0.037,0.0405,0.0472,115,200,262,349,418,489,563,670,0.0076,0.0087,0.0104,0.0135,0.0161,0.0189,0.0218,0.0265,,,,,,,,,,,
159,8011760,"W FK CANEY CR TRIB (MITCHELL) NR OAKDALE, LA",LA,8080201,30.791862,-92.639031,30.800114,-92.637408,1.07,117,5.88,3.28,8.26,64.04,4,6.95,21.12,1.05,0,0,0.76,0.16,5.43,0,71.48,1967,1981,13,0,Weighted,-0.339,2.275,0.349,-1.052,0.174,0.524,-0.17,0.121,0.051,0.855,3.255,197,374,510,696,844,996,1150,1370,0.0086,0.0089,0.0114,0.0161,0.0204,0.0254,0.0309,0.039,142,218,270,335,384,432,481,545,0.0378,0.0296,0.0293,0.0333,0.037,0.0408,0.0448,0.0522,185,330,427,548,638,723,806,924,0.007,0.0068,0.0082,0.0109,0.0131,0.0157,0.0183,0.0223,,,,,,,,,,,
160,8011800,"Castor Cr @ Cottingin Castor Rd. nr Oberlin, LA",LA,8080201,30.619444,-92.619444,30.689538,-92.660738,40.73,88,13.71,3.29,8.21,63.88,3.8,0.77,2.57,40.53,1.75,4.34,2.72,0.08,27.99,0.02,20,1964,1991,28,0,Weighted,-0.292,3.345,0.326,-0.517,0.224,0.224,-0.17,0.121,0.071,0.607,24.192,2300,4200,5650,7630,9190,10800,12500,14800,0.004,0.0043,0.0054,0.0077,0.01,0.0129,0.0163,0.0215,1820,3330,4520,6180,7520,8940,10400,12500,0.0341,0.0265,0.0262,0.0295,0.0328,0.0361,0.0396,0.0461,2240,4070,5440,7300,8770,10300,11900,14000,0.0036,0.0037,0.0045,0.0061,0.0077,0.0095,0.0115,0.0147,,,,,,,,,,,
161,8012000,"Bayou Nezpique near Basile, LA",LA,8080201,30.480778,-92.63175,30.676976,-92.568195,514.48,74,10.05,1.22,8.14,63.56,3.7,1.73,5.12,19.43,7.13,25.4,2.98,0.34,16.99,0.36,22.25,1939,2016,78,0,Weighted,0.217,3.878,0.231,0.58,0.103,0.103,-0.17,0.121,0.018,0.819,2.745,7400,11700,15100,19900,23900,28300,33100,40200,8.00E-04,0.001,0.0015,0.0025,0.0035,0.0049,0.0065,0.0092,8390,16100,22300,31200,38500,46400,54800,66800,0.0344,0.0267,0.0264,0.0298,0.033,0.0364,0.0399,0.0465,7420,11800,15400,20600,25000,30000,35500,43700,0.0008,0.001,0.0014,0.0023,0.0032,0.0043,0.0056,0.0077,,,,,,,,,,,
162,8012650,"FLOCTAW CK NR LACAMP, LA",LA,8080203,31.182127,-92.995991,31.157906,-93.028658,18.74,303,5.1,7.94,7.64,60.48,3.4,0.8,5.49,52,3.39,0,1.71,0.26,26.4,0.04,10.71,1951,1983,28,0,Weighted,0.104,3.306,0.375,0.774,0.251,0.252,-0.17,0.121,0.074,0.594,15.49,1990,4170,6180,9470,12500,16100,20400,27100,0.0053,0.0071,0.0098,0.0148,0.0198,0.0258,0.0328,0.0438,1320,2490,3440,4790,5890,7070,8320,10100,0.0338,0.0263,0.0259,0.0292,0.0324,0.0357,0.0391,0.0456,1880,3740,5260,7530,9400,11400,13600,16700,0.0046,0.0056,0.0071,0.0098,0.0123,0.015,0.0178,0.0223,,,,,,,,,,,
163,8012700,"BIG CK NR LEANDER, LA",LA,8080203,31.141851,-92.825151,31.122187,-92.884946,37.09,250,10.23,6.33,7.87,61.17,2.7,0.57,3.82,37.22,4.28,0.07,2.14,0.54,43.1,0.05,8.78,1951,1968,18,0,Weighted,-0.037,3.29,0.222,0.965,0.392,0.392,-0.17,0.121,0,1,0,1960,3000,3740,4740,5510,6310,7140,8290,0.0029,0.0038,0.0053,0.0079,0.0103,0.0131,0.0163,0.021,2010,3860,5370,7530,9310,11200,13300,16200,0.0338,0.0263,0.0259,0.0292,0.0324,0.0357,0.0391,0.0456,1960,3100,3980,5230,6250,7360,8570,10200,0.0027,0.0033,0.0044,0.0062,0.0078,0.0096,0.0115,0.0144,,,,,,,,,,,
164,8013350,"CHINQUAPIN CR NR OBERLIN, LA",LA,8080203,30.687697,-92.729312,30.701689,-92.713802,1.92,94,8.4,5.21,8.21,63.99,4,0.83,2.29,69.77,0,0,0.2,0,17.91,0,9.83,1966,1981,15,0,Weighted,-0.107,2.392,0.256,0.148,0.315,0.334,-0.17,0.121,0.429,0.029,18.333,249,406,521,677,800,928,1060,1250,0.0045,0.0051,0.007,0.0102,0.0133,0.0167,0.0205,0.0262,240,393,504,648,759,872,987,1140,0.0357,0.0278,0.0275,0.0311,0.0345,0.0381,0.0418,0.0487,248,404,517,670,788,911,1040,1210,0.004,0.0043,0.0056,0.0077,0.0096,0.0116,0.0138,0.017,,,,,,,,,,,
165,8013700,"DRAKES CK NR PITKIN, LA",LA,8080204,30.962691,-93.137659,31.028354,-93.161688,22.15,273,11.59,7.47,7.71,60.33,2.4,1.64,7.46,66.11,2.27,0.53,1.89,0.53,12.77,0.4,8.04,1954,1983,25,0,Weighted,-0.032,3.112,0.434,0.259,0.214,0.221,-0.17,0.121,0.087,0.559,13.817,1300,3000,4630,7350,9890,12900,16400,22000,0.0079,0.0104,0.0142,0.0211,0.0279,0.0361,0.0457,0.0606,1460,2770,3830,5340,6570,7900,9310,11300,0.0338,0.0263,0.0259,0.0292,0.0324,0.0357,0.0391,0.0456,1330,2930,4330,6430,8190,10100,12100,15100,0.0064,0.0075,0.0092,0.0122,0.015,0.0179,0.0211,0.026,,,,,,,,,,,
166,8013800,"LITTLE SIXMILE CREEK NEAR PITKIN, LA.",LA,8080204,30.968245,-93.012656,31.002915,-93.026382,9.74,245,5.49,14.47,7.77,61.23,2.3,0.44,3.05,70.26,4.81,0,3.17,0.17,14.76,0.04,3.74,1954,1983,23,0,Weighted,-0.068,2.94,0.353,0.22,0.185,0.233,-0.17,0.121,0.051,0.751,10.706,878,1730,2450,3540,4480,5530,6700,8430,0.0079,0.005,0.0076,0.0135,0.0191,0.0255,0.0325,0.0427,969,1860,2590,3640,4500,5420,6420,7830,0.0339,0.0264,0.026,0.0294,0.0326,0.0359,0.0393,0.0458,894,1750,2480,3570,4490,5490,6570,8140,0.0064,0.0042,0.0059,0.0093,0.012,0.0149,0.0178,0.0221,,,,,,,,,,,
167,8013950,"BIG BRUSHY CK NR PITKIN, LA",LA,8080204,30.915469,-92.908486,31.012242,-92.915289,34.15,228,13.93,8.17,7.9,61.68,2.4,1.01,5.69,46.69,2.26,0.09,3.87,0.92,31.62,0.01,8.86,1965,1983,19,0,Weighted,-0.055,3.316,0.331,0.205,0.275,0.275,-0.17,0.121,0.041,0.834,8.462,2080,3940,5480,7760,9700,11800,14200,17700,0.006,0.008,0.0108,0.0158,0.0206,0.0263,0.033,0.0431,2020,3940,5530,7830,9740,11800,14000,17200,0.0339,0.0263,0.026,0.0293,0.0325,0.0358,0.0392,0.0456,2070,3940,5500,7790,9720,11800,14100,17500,0.0051,0.0061,0.0076,0.0103,0.0126,0.0152,0.0179,0.0222,,,,,,,,,,,
168,8014200,"TENMILE CK NR ELIZABETH, LA",LA,8080204,30.836582,-92.87404,30.976795,-92.845396,91.35,188,17.72,2.9,8.03,62.26,2.6,0.7,4.58,38.43,3.22,0.21,3.18,0.5,36.23,0.01,13.64,1950,1986,37,0,Weighted,-0.093,3.553,0.365,-0.006,0.137,0.137,-0.17,0.121,0.143,0.219,49.458,3620,7280,10400,15200,19300,23900,29000,36600,0.0038,0.0046,0.006,0.009,0.012,0.0157,0.0201,0.027,3110,5850,8070,11200,13800,16500,19400,23600,0.034,0.0264,0.0261,0.0294,0.0326,0.0359,0.0394,0.0458,3560,7050,9920,14100,17600,21400,25300,31100,0.0034,0.0039,0.0049,0.0069,0.0088,0.0109,0.0133,0.017,,,,,,,,,,,
169,8014800,"Bundick Creek near DeRidder, LA",LA,8080204,30.818806,-93.230162,30.935031,-93.230791,119.96,219,8.48,4.8,7.72,60.41,2.4,4.45,14.09,35.76,11.79,0.17,4.1,0.81,24.12,0.19,8.98,1953,2016,33,2,Weighted,-0.147,3.613,0.381,-0.115,0.088,0.161,-0.17,0.121,0.061,0.631,26.753,4190,8620,12400,18200,23100,28700,34800,43800,0.0044,0.0044,0.0051,0.0068,0.0088,0.0114,0.0146,0.0197,4270,8480,12000,17200,21500,26200,31300,38600,0.0339,0.0263,0.026,0.0293,0.0325,0.0358,0.0393,0.0457,4200,8600,12300,18000,22700,28100,33800,42200,0.0039,0.0038,0.0043,0.0055,0.0069,0.0086,0.0106,0.0138,,,,,,,,,,,
170,8015200,"DRY CREEK @ DRY CREEK, LA.",LA,8080204,30.657142,-93.045989,30.669947,-93.111772,43.49,124,12.64,4.18,7.74,61.71,3.2,0.46,1.79,38.59,5.45,0.39,4.72,2.07,30.88,0.67,15.45,1954,2007,47,0,Weighted,-0.212,3.399,0.352,-0.27,0.125,0.128,-0.17,0.121,0.11,0.279,21.905,2580,5000,6950,9760,12100,14600,17200,21000,0.0028,0.0031,0.0039,0.0058,0.0079,0.0104,0.0134,0.0183,2020,3790,5200,7200,8830,10600,12400,15000,0.0339,0.0263,0.026,0.0293,0.0325,0.0358,0.0393,0.0457,2530,4860,6690,9280,11400,13600,15800,19100,0.0026,0.0028,0.0034,0.0048,0.0064,0.0081,0.01,0.0131,,,,,,,,,,,
